bill_number,session,session_type,action_date,action,order
SB15-015,2015,RS,2015-02-11,"Senate Committee on Business, Labor, & Technology Refer Amended - Consent Calendar to Senate Committee of the Whole",3
SB15-015,2015,RS,2015-02-17,Senate Second Reading Passed with Amendments - Committee,4
SB15-015,2015,RS,2015-02-18,Senate Third Reading Passed - No Amendments,5
SB15-015,2015,RS,2015-02-24,"Introduced In House - Assigned to Health, Insurance, & Environment",6
SB15-015,2015,RS,2015-03-19,"House Committee on Health, Insurance, & Environment Refer Unamended to House Committee of the Whole",7
SB15-015,2015,RS,2015-03-23,House Second Reading Passed - No Amendments,8
SB15-015,2015,RS,2015-03-24,House Third Reading Passed - No Amendments,9
SB15-015,2015,RS,2015-04-06,Signed by the President of the Senate,10
SB15-015,2015,RS,2015-04-09,Signed by the Speaker of the House,11
SB15-015,2015,RS,2015-04-09,Sent to the Governor,12
SB15-015,2015,RS,2015-04-16,Governor Signed,13
SB15-016,2015,RS,2015-01-07,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-016,2015,RS,2015-01-21,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-017,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-017,2015,RS,2015-02-04,Senate Committee on Judiciary Postpone Indefinitely,2
SB15-018,2015,RS,2015-01-07,Introduced In Senate - Assigned to Transportation + Finance,1
SB15-018,2015,RS,2015-01-27,Senate Committee on Transportation Refer Unamended to Finance,2
SB15-018,2015,RS,2015-02-03,Senate Committee on Finance Refer Unamended to Appropriations,3
SB15-018,2015,RS,2015-02-13,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,4
SB15-018,2015,RS,2015-02-18,Senate Second Reading Passed - No Amendments,5
SB15-018,2015,RS,2015-02-19,Senate Third Reading Passed - No Amendments,6
SB15-018,2015,RS,2015-02-24,"Introduced In House - Assigned to State, Veterans, & Military Affairs + Finance",7
SB15-018,2015,RS,2015-03-18,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",8
SB15-019,2015,RS,2015-01-07,Introduced In Senate - Assigned to Health & Human Services,1
SB15-019,2015,RS,2015-01-21,Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole,2
SB15-019,2015,RS,2015-01-26,Senate Second Reading Passed with Amendments - Committee,3
SB15-019,2015,RS,2015-01-27,Senate Third Reading Passed - No Amendments,4
SB15-019,2015,RS,2015-01-27,Introduced In House - Assigned to Public Health Care & Human Services,5
SB15-019,2015,RS,2015-03-10,House Committee on Public Health Care & Human Services Refer Unamended to House Committee of the Whole,6
SB15-019,2015,RS,2015-03-13,House Second Reading Passed - No Amendments,7
SB15-019,2015,RS,2015-03-16,House Third Reading Passed - No Amendments,8
SB15-019,2015,RS,2015-03-23,Signed by the President of the Senate,9
SB15-019,2015,RS,2015-03-25,Sent to the Governor,10
SB15-019,2015,RS,2015-04-03,Governor Signed,11
SB15-020,2015,RS,2015-01-07,Introduced In Senate - Assigned to Education + Judiciary,1
SB15-020,2015,RS,2015-02-11,Senate Committee on Education Refer Amended to Judiciary,2
SB15-020,2015,RS,2015-02-18,Senate Committee on Judiciary Refer Amended to Appropriations,3
SB15-020,2015,RS,2015-04-10,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,4
SB15-020,2015,RS,2015-04-14,Senate Second Reading Passed with Amendments - Committee,5
SB15-020,2015,RS,2015-04-15,Senate Third Reading Passed - No Amendments,6
SB15-020,2015,RS,2015-04-16,Introduced In House - Assigned to Public Health Care & Human Services,7
SB15-020,2015,RS,2015-04-24,House Committee on Public Health Care & Human Services Refer Unamended to Appropriations,8
SB15-020,2015,RS,2015-04-29,House Committee on Appropriations Refer Amended to House Committee of the Whole,9
SB15-020,2015,RS,2015-04-29,House Second Reading Special Order - Passed with Amendments - Committee,10
SB15-020,2015,RS,2015-04-30,House Third Reading Passed - No Amendments,11
SB15-020,2015,RS,2015-05-01,Senate Considered House Amendments - Result was to Concur - Repass,12
SB15-020,2015,RS,2015-05-08,Signed by the President of the Senate,13
SB15-020,2015,RS,2015-05-08,Signed by the Speaker of the House,14
SB15-020,2015,RS,2015-05-08,Sent to the Governor,15
SB15-020,2015,RS,2015-06-05,Governor Signed,16
SB15-021,2015,RS,2015-01-07,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-021,2015,RS,2015-01-15,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Unamended - Consent Calendar to Senate Committee of the Whole",2
SB15-021,2015,RS,2015-01-21,Senate Second Reading Passed - No Amendments,3
SB15-021,2015,RS,2015-01-22,Senate Third Reading Passed - No Amendments,4
SB15-021,2015,RS,2015-01-26,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",5
SB15-021,2015,RS,2015-02-09,"House Committee on Agriculture, Livestock, & Natural Resources Refer Unamended to House Committee of the Whole",6
SB15-021,2015,RS,2015-02-13,House Second Reading Passed - No Amendments,7
SB15-021,2015,RS,2015-02-17,House Third Reading Laid Over Daily - No Amendments,8
SB15-021,2015,RS,2015-02-19,House Third Reading Passed - No Amendments,9
SB15-021,2015,RS,2015-03-03,Signed by the President of the Senate,10
SB15-021,2015,RS,2015-03-04,Sent to the Governor,11
SB15-021,2015,RS,2015-03-13,Governor Signed,12
SB15-022,2015,RS,2015-01-07,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-022,2015,RS,2015-01-15,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Amended to Appropriations",2
SB15-022,2015,RS,2015-04-17,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,3
SB15-022,2015,RS,2015-04-21,Senate Second Reading Laid Over Daily - No Amendments,4
SB15-022,2015,RS,2015-04-22,Senate Second Reading Passed with Amendments - Committee,5
SB15-022,2015,RS,2015-04-23,Senate Third Reading Passed - No Amendments,6
SB15-022,2015,RS,2015-04-24,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",7
SB15-022,2015,RS,2015-04-29,"House Committee on Agriculture, Livestock, & Natural Resources Refer Unamended to Appropriations",8
SB15-022,2015,RS,2015-05-01,House Committee on Appropriations Refer Unamended to House Committee of the Whole,9
SB15-022,2015,RS,2015-05-01,House Second Reading Special Order - Passed - No Amendments,10
SB15-022,2015,RS,2015-05-04,House Third Reading Passed - No Amendments,11
SB15-022,2015,RS,2015-05-08,Signed by the President of the Senate,12
SB15-022,2015,RS,2015-05-08,Signed by the Speaker of the House,13
SB15-022,2015,RS,2015-05-08,Sent to the Governor,14
SB15-022,2015,RS,2015-05-12,Governor Signed,15
SB15-023,2015,RS,2015-01-07,Introduced In Senate - Assigned to Transportation,1
SB15-023,2015,RS,2015-02-03,Senate Committee on Transportation Refer Amended - Consent Calendar to Senate Committee of the Whole,2
SB15-023,2015,RS,2015-02-06,Senate Second Reading Passed with Amendments - Committee,3
SB15-023,2015,RS,2015-02-09,Senate Third Reading Passed - No Amendments,4
SB15-023,2015,RS,2015-02-10,Introduced In House - Assigned to Transportation & Energy,5
SB15-023,2015,RS,2015-02-19,House Committee on Transportation & Energy Refer Unamended to House Committee of the Whole,6
SB15-023,2015,RS,2015-02-24,House Second Reading Passed - No Amendments,7
SB15-023,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,8
SB15-023,2015,RS,2015-03-03,Signed by the President of the Senate,9
SB15-023,2015,RS,2015-03-04,Sent to the Governor,10
SB15-023,2015,RS,2015-03-13,Governor Signed,11
SB15-024,2015,RS,2015-01-07,Introduced In Senate - Assigned to Local Government,1
SB15-024,2015,RS,2015-01-20,Senate Committee on Local Government Refer Unamended to Senate Committee of the Whole,2
SB15-024,2015,RS,2015-01-23,Senate Second Reading Laid Over Daily - No Amendments,3
SB15-024,2015,RS,2015-01-26,Senate Second Reading Passed - No Amendments,4
SB15-024,2015,RS,2015-01-27,Senate Third Reading Passed - No Amendments,5
SB15-024,2015,RS,2015-01-27,Senate Third Reading Reconsidered - No Amendments,6
SB15-024,2015,RS,2015-01-27,Senate Third Reading Passed - No Amendments,7
SB15-024,2015,RS,2015-01-27,Introduced In House - Assigned to Local Government,8
SB15-024,2015,RS,2015-02-11,House Committee on Local Government Refer Unamended to House Committee of the Whole,9
SB15-024,2015,RS,2015-02-17,House Second Reading Laid Over Daily - No Amendments,10
SB15-024,2015,RS,2015-02-19,House Second Reading Passed - No Amendments,11
SB15-024,2015,RS,2015-02-20,House Third Reading Passed - No Amendments,12
SB15-024,2015,RS,2015-03-03,Signed by the President of the Senate,13
SB15-024,2015,RS,2015-03-04,Sent to the Governor,14
SB15-024,2015,RS,2015-03-13,Governor Signed,15
SB15-025,2015,RS,2015-01-07,Introduced In Senate - Assigned to Finance,1
SB15-025,2015,RS,2015-01-27,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-025,2015,RS,2015-01-30,Senate Second Reading Laid Over Daily - No Amendments,3
SB15-025,2015,RS,2015-02-02,Senate Second Reading Passed - No Amendments,4
SB15-025,2015,RS,2015-02-03,Senate Third Reading Passed - No Amendments,5
SB15-025,2015,RS,2015-02-04,Introduced In House - Assigned to Finance,6
SB15-025,2015,RS,2015-02-18,House Committee on Finance Refer Unamended to House Committee of the Whole,7
SB15-025,2015,RS,2015-02-23,House Second Reading Passed - No Amendments,8
SB15-025,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,9
SB15-025,2015,RS,2015-03-03,Signed by the President of the Senate,10
SB15-025,2015,RS,2015-03-04,Sent to the Governor,11
SB15-025,2015,RS,2015-03-13,Governor Signed,12
SB15-026,2015,RS,2015-01-07,Introduced In Senate - Assigned to Finance,1
SB15-026,2015,RS,2015-01-27,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-026,2015,RS,2015-01-30,Senate Second Reading Laid Over Daily - No Amendments,3
SB15-026,2015,RS,2015-02-02,Senate Second Reading Passed - No Amendments,4
SB15-026,2015,RS,2015-02-03,Senate Third Reading Passed - No Amendments,5
SB15-026,2015,RS,2015-02-04,Introduced In House - Assigned to Finance,6
SB15-026,2015,RS,2015-02-18,House Committee on Finance Refer Unamended to House Committee of the Whole,7
SB15-026,2015,RS,2015-02-23,House Second Reading Passed - No Amendments,8
SB15-026,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,9
SB15-026,2015,RS,2015-03-03,Signed by the President of the Senate,10
SB15-026,2015,RS,2015-03-04,Sent to the Governor,11
SB15-026,2015,RS,2015-03-13,Governor Signed,12
SB15-027,2015,RS,2015-01-07,Introduced In Senate - Assigned to Finance,1
SB15-027,2015,RS,2015-01-27,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-027,2015,RS,2015-01-30,Senate Second Reading Laid Over Daily - No Amendments,3
SB15-027,2015,RS,2015-02-02,Senate Second Reading Passed - No Amendments,4
SB15-027,2015,RS,2015-02-03,Senate Third Reading Passed - No Amendments,5
SB15-027,2015,RS,2015-02-04,Introduced In House - Assigned to Finance,6
SB15-027,2015,RS,2015-02-18,House Committee on Finance Refer Unamended to House Committee of the Whole,7
SB15-027,2015,RS,2015-02-23,House Second Reading Passed - No Amendments,8
SB15-027,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,9
SB15-027,2015,RS,2015-03-03,Signed by the President of the Senate,10
SB15-027,2015,RS,2015-03-04,Sent to the Governor,11
SB15-027,2015,RS,2015-03-13,Governor Signed,12
SB15-028,2015,RS,2015-01-07,Introduced In Senate - Assigned to Finance,1
SB15-028,2015,RS,2015-01-27,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-028,2015,RS,2015-01-30,Senate Second Reading Laid Over Daily - No Amendments,3
SB15-028,2015,RS,2015-02-02,Senate Second Reading Passed - No Amendments,4
SB15-028,2015,RS,2015-02-03,Senate Third Reading Passed - No Amendments,5
SB15-028,2015,RS,2015-02-04,Introduced In House - Assigned to Finance,6
SB15-028,2015,RS,2015-02-18,House Committee on Finance Refer Unamended to House Committee of the Whole,7
SB15-028,2015,RS,2015-02-23,House Second Reading Passed - No Amendments,8
SB15-028,2015,RS,2015-02-25,House Third Reading Passed - No Amendments,9
SB15-028,2015,RS,2015-03-03,Signed by the President of the Senate,10
SB15-028,2015,RS,2015-03-04,Sent to the Governor,11
SB15-028,2015,RS,2015-03-13,Governor Signed,12
SB15-029,2015,RS,2015-01-07,Introduced In Senate - Assigned to Finance,1
SB15-029,2015,RS,2015-01-27,Senate Committee on Finance Refer Amended to Appropriations,2
SB15-029,2015,RS,2015-04-10,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,3
SB15-029,2015,RS,2015-04-14,Senate Second Reading Passed with Amendments - Committee,4
SB15-029,2015,RS,2015-04-15,Senate Third Reading Passed - No Amendments,5
SB15-029,2015,RS,2015-04-16,Introduced In House - Assigned to Business Affairs and Labor,6
SB15-029,2015,RS,2015-04-21,House Committee on Business Affairs and Labor Refer Unamended to Appropriations,7
SB15-029,2015,RS,2015-05-04,House Committee on Appropriations Refer Amended to House Committee of the Whole,8
SB15-029,2015,RS,2015-05-04,House Second Reading Special Order - Passed with Amendments - Committee,9
SB15-029,2015,RS,2015-05-05,House Third Reading Passed - No Amendments,10
SB15-029,2015,RS,2015-05-05,Senate Considered House Amendments - Result was to Laid Over Daily,11
SB15-029,2015,RS,2015-05-06,Senate Considered House Amendments - Result was to Concur - Repass,12
SB15-029,2015,RS,2015-05-13,Signed by the President of the Senate,13
SB15-029,2015,RS,2015-05-14,Sent to the Governor,14
SB15-029,2015,RS,2015-05-14,Signed by the Speaker of the House,15
SB15-029,2015,RS,2015-06-05,Governor Signed,16
SB15-030,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-030,2015,RS,2015-01-28,Senate Committee on Judiciary Refer Amended to Senate Committee of the Whole,2
SB15-030,2015,RS,2015-02-02,Senate Second Reading Passed with Amendments - Committee,3
SB15-030,2015,RS,2015-02-03,Senate Third Reading Passed - No Amendments,4
SB15-030,2015,RS,2015-02-04,Introduced In House - Assigned to Judiciary,5
SB15-030,2015,RS,2015-03-12,House Committee on Judiciary Refer Unamended to House Committee of the Whole,6
SB15-030,2015,RS,2015-03-16,House Second Reading Passed - No Amendments,7
SB15-030,2015,RS,2015-03-17,House Third Reading Passed - No Amendments,8
SB15-030,2015,RS,2015-04-06,Signed by the President of the Senate,9
SB15-030,2015,RS,2015-04-09,Signed by the Speaker of the House,10
SB15-030,2015,RS,2015-04-09,Sent to the Governor,11
SB15-030,2015,RS,2015-04-16,Governor Signed,12
SB15-031,2015,RS,2015-01-07,"Introduced In Senate - Assigned to Business, Labor, & Technology",1
SB15-031,2015,RS,2015-01-28,"Senate Committee on Business, Labor, & Technology Postpone Indefinitely",2
SB15-032,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-032,2015,RS,2015-02-02,Senate Committee on Judiciary Refer Unamended to Appropriations,2
SB15-032,2015,RS,2015-02-13,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,3
SB15-032,2015,RS,2015-02-18,"Senate Second Reading Passed with Amendments - Committee, Floor",4
SB15-032,2015,RS,2015-02-19,Senate Third Reading Passed - No Amendments,5
SB15-032,2015,RS,2015-02-24,"Introduced In House - Assigned to State, Veterans, & Military Affairs",6
SB15-032,2015,RS,2015-04-13,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
SB15-033,2015,RS,2015-01-07,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-033,2015,RS,2015-02-02,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-034,2015,RS,2015-01-07,"Introduced In Senate - Assigned to Business, Labor, & Technology",1
SB15-034,2015,RS,2015-01-26,"Senate Committee on Business, Labor, & Technology Postpone Indefinitely",2
SB15-035,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-035,2015,RS,2015-01-14,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-035,2015,RS,2015-01-20,Senate Second Reading Passed - No Amendments,3
SB15-035,2015,RS,2015-01-21,Senate Third Reading Passed - No Amendments,4
SB15-035,2015,RS,2015-01-22,Introduced In House - Assigned to Judiciary,5
SB15-035,2015,RS,2015-01-29,House Committee on Judiciary Refer Unamended to House Committee of the Whole,6
SB15-035,2015,RS,2015-02-03,House Second Reading Passed - No Amendments,7
SB15-035,2015,RS,2015-02-04,House Third Reading Passed - No Amendments,8
SB15-035,2015,RS,2015-02-11,Signed by the President of the Senate,9
SB15-035,2015,RS,2015-02-13,Signed by the Speaker of the House,10
SB15-035,2015,RS,2015-02-17,Sent to the Governor,11
SB15-035,2015,RS,2015-02-25,Governor Signed,12
SB15-036,2015,RS,2015-01-07,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-036,2015,RS,2015-02-03,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-037,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-037,2015,RS,2015-01-28,Senate Committee on Judiciary Postpone Indefinitely,2
SB15-038,2015,RS,2015-01-07,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-038,2015,RS,2015-01-26,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-039,2015,RS,2015-01-07,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-039,2015,RS,2015-04-06,"Senate Committee on State, Veterans, & Military Affairs Witness Testimony and/or Committee Discussion Only",2
SB15-039,2015,RS,2015-04-14,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Senate Committee of the Whole",3
SB15-039,2015,RS,2015-04-17,Senate Second Reading Laid Over Daily - No Amendments,4
SB15-039,2015,RS,2015-04-20,Senate Second Reading Passed with Amendments - Committee,5
SB15-039,2015,RS,2015-04-21,Senate Third Reading Passed with Amendments - Floor,6
SB15-039,2015,RS,2015-04-22,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",7
SB15-039,2015,RS,2015-05-04,"House Committee on Agriculture, Livestock, & Natural Resources Postpone Indefinitely",8
SB15-040,2015,RS,2015-01-07,Introduced In Senate - Assigned to Local Government + Finance,1
SB15-040,2015,RS,2015-01-27,Senate Committee on Local Government Refer Amended to Finance,2
SB15-040,2015,RS,2015-02-03,Senate Committee on Finance Postpone Indefinitely,3
SB15-041,2015,RS,2015-01-07,Introduced In Senate - Assigned to Local Government,1
SB15-041,2015,RS,2015-01-20,Senate Committee on Local Government Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-041,2015,RS,2015-01-23,Senate Second Reading Passed - No Amendments,3
SB15-041,2015,RS,2015-01-26,Senate Third Reading Passed - No Amendments,4
SB15-041,2015,RS,2015-01-26,Introduced In House - Assigned to Local Government,5
SB15-041,2015,RS,2015-02-12,House Committee on Local Government Refer Unamended to House Committee of the Whole,6
SB15-041,2015,RS,2015-02-18,House Second Reading Laid Over Daily - No Amendments,7
SB15-041,2015,RS,2015-02-19,House Second Reading Passed - No Amendments,8
SB15-041,2015,RS,2015-02-20,House Third Reading Passed - No Amendments,9
SB15-041,2015,RS,2015-03-03,Signed by the President of the Senate,10
SB15-041,2015,RS,2015-03-04,Sent to the Governor,11
SB15-041,2015,RS,2015-03-13,Governor Signed,12
SB15-042,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-042,2015,RS,2015-02-09,Senate Committee on Judiciary Postpone Indefinitely,2
SB15-043,2015,RS,2015-01-07,Introduced In Senate - Assigned to Judiciary,1
SB15-043,2015,RS,2015-01-26,Senate Committee on Judiciary Refer Amended - Consent Calendar to Senate Committee of the Whole,2
SB15-043,2015,RS,2015-01-29,Senate Second Reading Passed with Amendments - Committee,3
SB15-043,2015,RS,2015-01-30,Senate Third Reading Laid Over Daily - No Amendments,4
SB15-043,2015,RS,2015-02-02,Senate Third Reading Passed - No Amendments,5
SB15-043,2015,RS,2015-02-04,Introduced In House - Assigned to Judiciary,6
SB15-043,2015,RS,2015-03-03,House Committee on Judiciary Refer Unamended to House Committee of the Whole,7
SB15-043,2015,RS,2015-03-06,House Second Reading Passed - No Amendments,8
SB15-043,2015,RS,2015-03-09,House Third Reading Laid Over Daily - No Amendments,9
SB15-043,2015,RS,2015-03-10,House Third Reading Passed - No Amendments,10
SB15-043,2015,RS,2015-03-19,Signed by the President of the Senate,11
SB15-043,2015,RS,2015-03-25,Sent to the Governor,12
SB15-043,2015,RS,2015-04-03,Governor Signed,13
SB15-044,2015,RS,2015-01-07,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-044,2015,RS,2015-01-29,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Unamended to Senate Committee of the Whole",2
SB15-044,2015,RS,2015-02-03,Senate Second Reading Passed - No Amendments,3
SB15-044,2015,RS,2015-02-04,Senate Third Reading Laid Over Daily - No Amendments,4
SB15-044,2015,RS,2015-02-05,Senate Third Reading Passed - No Amendments,5
SB15-044,2015,RS,2015-02-10,"Introduced In House - Assigned to State, Veterans, & Military Affairs",6
SB15-044,2015,RS,2015-03-02,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
SB15-045,2015,RS,2015-01-07,Introduced In Senate - Assigned to Education,1
SB15-045,2015,RS,2015-02-05,Senate Committee on Education Refer Unamended to Finance,2
SB15-045,2015,RS,2015-02-10,Senate Committee on Finance Refer Unamended to Appropriations,3
SB15-045,2015,RS,2015-03-13,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,4
SB15-045,2015,RS,2015-03-17,Senate Second Reading Laid Over to 03/19/2015 - No Amendments,5
SB15-045,2015,RS,2015-03-19,Senate Second Reading Laid Over Daily - No Amendments,6
SB15-045,2015,RS,2015-03-20,Senate Second Reading Laid Over Daily - No Amendments,7
SB15-045,2015,RS,2015-03-23,Senate Second Reading Laid Over Daily - No Amendments,8
SB15-045,2015,RS,2015-03-24,Senate Second Reading Passed with Amendments - Floor,9
SB15-045,2015,RS,2015-03-25,Senate Third Reading Passed - No Amendments,10
SB15-045,2015,RS,2015-03-30,Introduced In House - Assigned to Education + Finance,11
SB15-045,2015,RS,2015-04-27,House Committee on Education Postpone Indefinitely,12
SB15-046,2015,RS,2015-01-07,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-046,2015,RS,2015-03-05,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Amended - Consent Calendar to Senate Committee of the Whole",2
SB15-046,2015,RS,2015-03-10,Senate Second Reading Passed with Amendments - Committee,3
SB15-046,2015,RS,2015-03-11,Senate Third Reading Passed - No Amendments,4
SB15-046,2015,RS,2015-03-16,Introduced In House - Assigned to Transportation & Energy,5
SB15-046,2015,RS,2015-03-25,House Committee on Transportation & Energy Refer Unamended to House Committee of the Whole,6
SB15-046,2015,RS,2015-03-27,House Second Reading Passed - No Amendments,7
SB15-046,2015,RS,2015-03-30,House Third Reading Passed - No Amendments,8
SB15-046,2015,RS,2015-04-16,Signed by the President of the Senate,9
SB15-046,2015,RS,2015-04-17,Signed by the Speaker of the House,10
SB15-046,2015,RS,2015-04-23,Sent to the Governor,11
SB15-046,2015,RS,2015-05-01,Governor Signed,12
SB15-047,2015,RS,2015-01-07,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-047,2015,RS,2015-01-21,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended - Consent Calendar to Senate Committee of the Whole",2
SB15-047,2015,RS,2015-01-27,Senate Second Reading Passed - No Amendments,3
SB15-047,2015,RS,2015-01-28,Senate Third Reading Passed - No Amendments,4
SB15-047,2015,RS,2015-01-28,"Introduced In House - Assigned to State, Veterans, & Military Affairs",5
SB15-047,2015,RS,2015-03-04,"House Committee on State, Veterans, & Military Affairs Refer Amended to House Committee of the Whole",6
SB15-047,2015,RS,2015-03-09,House Second Reading Passed with Amendments - Committee,7
SB15-047,2015,RS,2015-03-10,House Third Reading Passed - No Amendments,8
SB15-047,2015,RS,2015-03-12,Senate Considered House Amendments - Result was to Concur - Repass,9
SB15-047,2015,RS,2015-03-23,Signed by the President of the Senate,10
SB15-047,2015,RS,2015-03-25,Sent to the Governor,11
SB15-047,2015,RS,2015-04-03,Governor Signed,12
SB15-048,2015,RS,2015-01-08,Introduced In Senate - Assigned to Judiciary,1
SB15-048,2015,RS,2015-01-28,Senate Committee on Judiciary Postpone Indefinitely,2
SB15-049,2015,RS,2015-01-08,"Introduced In Senate - Assigned to Business, Labor, & Technology",1
SB15-049,2015,RS,2015-01-28,"Senate Committee on Business, Labor, & Technology Refer Unamended to Senate Committee of the Whole",2
SB15-049,2015,RS,2015-02-02,Senate Second Reading Passed - No Amendments,3
SB15-049,2015,RS,2015-02-03,Senate Third Reading Passed - No Amendments,4
SB15-049,2015,RS,2015-02-06,Introduced In House - Assigned to Business Affairs and Labor,5
SB15-049,2015,RS,2015-03-03,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,6
SB15-049,2015,RS,2015-03-06,House Second Reading Passed - No Amendments,7
SB15-049,2015,RS,2015-03-09,House Third Reading Passed - No Amendments,8
SB15-049,2015,RS,2015-03-19,Signed by the President of the Senate,9
SB15-049,2015,RS,2015-03-25,Sent to the Governor,10
SB15-049,2015,RS,2015-04-03,Governor Signed,11
SB15-050,2015,RS,2015-01-08,Introduced In Senate - Assigned to Education + Finance,1
SB15-050,2015,RS,2015-03-19,Senate Committee on Education Postpone Indefinitely,2
SB15-051,2015,RS,2015-01-08,Introduced In Senate - Assigned to Education,1
SB15-051,2015,RS,2015-01-22,Senate Committee on Education Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SB15-051,2015,RS,2015-01-27,Senate Second Reading Passed - No Amendments,3
SB15-051,2015,RS,2015-01-28,Senate Third Reading Passed - No Amendments,4
SB15-051,2015,RS,2015-01-29,Introduced In House - Assigned to Education,5
SB15-051,2015,RS,2015-03-04,House Committee on Education Refer Unamended to House Committee of the Whole,6
SB15-051,2015,RS,2015-03-09,House Second Reading Passed - No Amendments,7
SB15-051,2015,RS,2015-03-10,House Third Reading Passed - No Amendments,8
SB15-051,2015,RS,2015-03-19,Signed by the President of the Senate,9
SB15-051,2015,RS,2015-03-25,Sent to the Governor,10
SB15-051,2015,RS,2015-04-03,Governor Signed,11
SB15-052,2015,RS,2015-01-08,Introduced In Senate - Assigned to Health & Human Services,1
SB15-052,2015,RS,2015-01-21,Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole,2
SB15-052,2015,RS,2015-01-26,Senate Second Reading Passed with Amendments - Committee,3
SB15-052,2015,RS,2015-01-27,Senate Third Reading Passed - No Amendments,4
SB15-052,2015,RS,2015-01-27,"Introduced In House - Assigned to Health, Insurance, & Environment",5
SB15-052,2015,RS,2015-02-26,"House Committee on Health, Insurance, & Environment Postpone Indefinitely",6
SB15-053,2015,RS,2015-01-08,Introduced In Senate - Assigned to Health & Human Services,1
SB15-053,2015,RS,2015-01-21,Senate Committee on Health & Human Services Refer Amended - Consent Calendar to Senate Committee of the Whole,2
SB15-053,2015,RS,2015-01-26,Senate Second Reading Passed with Amendments - Committee,3
SB15-053,2015,RS,2015-01-27,Senate Third Reading Passed - No Amendments,4
SB15-053,2015,RS,2015-01-27,"Introduced In House - Assigned to Health, Insurance, & Environment",5
SB15-053,2015,RS,2015-03-03,"House Committee on Health, Insurance, & Environment Refer Unamended to House Committee of the Whole",6
SB15-053,2015,RS,2015-03-06,House Second Reading Passed - No Amendments,7
SB15-053,2015,RS,2015-03-09,House Third Reading Passed - No Amendments,8
SB15-053,2015,RS,2015-03-19,Signed by the President of the Senate,9
SB15-053,2015,RS,2015-03-25,Sent to the Governor,10
