bill_number,session,session_type,title,sponsors,out_chamber_sponsors,bill_url
HB15-1384,2015,RS,Funding Affordable Housing,TYLER; ESGAR,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/174F3D37139C819487257DFF005516FF?opendocument
HB15-1385,2015,RS,Review Process New Multi-family Attached Housing,TYLER; KRAFT-THARP,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6F19A614ADA27E3687257E0C005C75AE?opendocument
HB15-1386,2015,RS,Align Recycling & Machine Tool Tax Exemptions,SINGER; PRIOLA,SCOTT; HEATH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/044B3890F03BCF5E87257E1A004EF871?opendocument
HB15-1387,2015,RS,End Transfer Of Med Marijuana To Retail Marijuana,PABON; RANKIN,STEADMAN; LAMBERT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1BBD229EEDA0A1ED87257DF6005B78AA?opendocument
HB15-1388,2015,RS,SCORE Act For PERA Pension Obligation Bonds,PABON; RANKIN,KERR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/20DF316830F1208F87257D8800726340?opendocument
HB15-1389,2015,RS,Create New Hospital Provider Fee Enterprise,HULLINGHORST; COURT,STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/73B94609F86F73F187257D9500041B7B?opendocument
HB15-1390,2015,RS,Consumer Credit Finance Charges,MELTON; TATE,HOLBERT; JAHN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D547E2F0B89CAF9A87257DFE00628442?opendocument
HB15-1391,2015,RS,PERA & Denver Pub Sch 5 Year True-up,COURT; WILSON,STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/56E39DC4E4649CC687257E380017F109?opendocument
HB15-1392,2015,RS,Payroll Sys To Pay State Employees Twice A Month,YOUNG; TATE,NEWELL; NEVILLE T.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C904C1156EFD3D1387257E360068AFBE?opendocument
SB15-001,2015,RS,Excess State Revenues Refund Mechanism,CADMAN,LUNDEEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/07EE9F0CE638CE3D87257DC1008081E2?opendocument
SB15-002,2015,RS,Extend Report Date Statewide Radio Communication,ROBERTS,BROWN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0D390F8BB606C9E487257D88005C8B09?opendocument
SB15-003,2015,RS,Ed Evaluations Fifty Percent Academic Growth,MERRIFIELD,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/075B14812DBF722787257DAA0056FA51?opendocument
SB15-004,2015,RS,CASA Volunteer For Youth In A Truancy Proceeding,JAHN,PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/61E2EF059D0E557F87257DA100781013?opendocument
SB15-005,2015,RS,Medical Testing For 1st Degree Assault,COOKE,FOOTE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C3FFE6CC7CF9EFFC87257D9500039B67?opendocument
SB15-006,2015,RS,Prohibit Forfeitures Without Criminal Conviction,WOODS,SAINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DF03013FE07EB2C687257D8E0061D602?opendocument
SB15-007,2015,RS,Community Corrections Board Standards,GUZMAN,WILLETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C6F2DC7DCF1C8F6E87257D940066F2EF?opendocument
SB15-008,2015,RS,Promote Water Conservation In Land Use Planning,ROBERTS,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/333C043EE909D1F787257D880053AEAB?opendocument
SB15-009,2015,RS,Public Building Woody Biomass Energy Grant Program,JONES,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4059201644B0567287257D8800587C0B?opendocument
SB15-010,2015,RS,Repeal New Augmentation Standard Dawson Aquifer,HODGE,MITSCH BUSH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C1A01507D5961EE087257D880054280A?opendocument
SB15-011,2015,RS,Pilot Prog Spinal Cord Injury Alternative Medicine,TODD,PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/82EA5BA0E99B089587257D87007C1F00?opendocument
SB15-012,2015,RS,Colorado Works Pass-through Child Support Payment,KEFALAS,PETTERSEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4ADFE98E1C08D75287257D880051E2F6?opendocument
SB15-013,2015,RS,Extend Deadline For Dog Protection Act,BALMER,COURT; CORAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AA9537A97684326387257D8800673BEC?opendocument
SB15-014,2015,RS,Medical Marijuana,AGUILAR,SINGER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0ED62D6F925F8BE487257D880052D1B2?opendocument
SB15-015,2015,RS,Mental Health Parity For Autism Spectrum Disorders,KEFALAS,PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9F91A47BEC6E75F487257D9C007FD93C?opendocument
SB15-016,2015,RS,Marriages By Individuals In Civil Unions,STEADMAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5DCB6BE1E485E2D087257D89005DC4D3?opendocument
SB15-017,2015,RS,Appellate Process For Decisions About Groundwater,JONES,CORAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FCA7994E46C8CDA087257D88005643D5?opendocument
SB15-018,2015,RS,Repeal Late Vehicle Registration Fee,NEVILLE T.,NEVILLE P.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6A3C0B6225DA878987257D900058566C?opendocument
SB15-019,2015,RS,Health Exchange Audit,SONNENBERG; JAHN,NORDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/65A6211DFE0D17CF87257DAA005BDBFB?opendocument
SB15-020,2015,RS,Education To Prevent Child Sexual Abuse & Assault,NEWELL,MCCANN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/87BE02C55FA25F4287257DA20054F2B5?opendocument
SB15-021,2015,RS,Interstate Pest Control Compact Repeal,BAUMGARDNER,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/651CFEA280FD88A387257DA10063618B?opendocument
SB15-022,2015,RS,Wildfire Risk Reduction Grant Program,ROBERTS,BROWN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4E11E88A9B108ACD87257D88005782DF?opendocument
SB15-023,2015,RS,Off-highway Vehicle State Highway,CROWDER,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A396026490FA29D487257D8800070C63?opendocument
SB15-024,2015,RS,Local Government Audit Law Updates,SONNENBERG; JAHN,RYDEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/392F6B3376998FD987257D880008E2E4?opendocument
SB15-025,2015,RS,Transfer Pension Plan Funds To FPPA,JONES,MELTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A7BD5572CFCE7C8087257D880001C183?opendocument
SB15-026,2015,RS,FPPA Beginning Member Contrib Rate,BALMER,GINAL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B2449639CD56EF7F87257D8800021478?opendocument
SB15-027,2015,RS,FPPA Bd Assess Admin Charges,ULIBARRI,COURT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C66786E7E1D6E85787257D8800023E9E?opendocument
SB15-028,2015,RS,FPPA Plan Employee Participation Reqmnts,BALMER,GINAL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A7F08E99D381091587257D8800025EE8?opendocument
SB15-029,2015,RS,Volunteer Firefighter Pension Plan Study,ULIBARRI,MELTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8EE6B6D1C02D5C3587257D880005B0DF?opendocument
SB15-030,2015,RS,Prostitution Defense For Human Trafficking Victim,CARROLL,FOOTE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B891F33FFE0E0B8B87257DA9005E3417?opendocument
SB15-031,2015,RS,Reciprocity To Practice Occupation Or Profession,HILL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/307AF89C2B7E274987257DA20004D335?opendocument
SB15-032,2015,RS,Lift Restrictions On Carrying Of Firearms,MARBLE,RANSOM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1A8ACC5D31204FB687257DA1006C715D?opendocument
SB15-033,2015,RS,Increasing Funding For Public Pre-K-12 Education,KERR,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/98D65B943186F41C87257DA100804383?opendocument
SB15-034,2015,RS,Reduce Finance Charge Limit For Credit Cards,ULIBARRI,LEBSOCK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/67A36942FE7FCCDF87257DA2000308E3?opendocument
SB15-035,2015,RS,Enactment Of 2014 CRS,JOHNSTON,KAGAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7CBDE690E9C2EC0687257DB300738A24?opendocument
SB15-036,2015,RS,Rural Economic Emergency Assistance Grant Progarm,DONOVAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/580012781865245087257DAB0076CA3B?opendocument
SB15-037,2015,RS,Youthful Offenders In Corrections,GARCIA,NAVARRO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9A1D85515C65AC4887257DA1006366D4?opendocument
SB15-038,2015,RS,Auditor Access To Confidential County Records,AGUILAR,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1DF7616120E2682187257D9B0054FE31?opendocument
SB15-039,2015,RS,Concurrent Jurisdiction Over Federal Land,LAMBERT,HUMPHREY,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/01E00CA5EB1DD6F887257DA10058366C?opendocument
SB15-040,2015,RS,County Auth To Levy Retail Marijuana Sales Tax,HODGE,PRIOLA; MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B8F601CEC8D249E687257D88007BC27D?opendocument
SB15-041,2015,RS,Local Government Regulation Amateur Radio Antennas,HOLBERT,VAN WINKLE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C9D811479B53A3C387257D96007CA784?opendocument
SB15-042,2015,RS,Mandatory Reports Of Animal Abuse,SONNENBERG,BECKER J.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5E23CB057E80854687257DAB007797EF?opendocument
SB15-043,2015,RS,Prosecution Fellowship Clean-up,HEATH,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/29A39B6CFE9F3A0F87257D90005F41FA?opendocument
SB15-044,2015,RS,Electric Renewable Energy Standard Reduction,SCOTT,THURLOW,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7181A9DA166FC8C787257DA1005997A4?opendocument
SB15-045,2015,RS,Tax Credits For Nonpublic Education,LUNDBERG,RANSOM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DE71EF6721E4507687257D9B005A8E85?opendocument
SB15-046,2015,RS,Renewable Energy Std Adjust REAs Distributed Gen,GRANTHAM,MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1F5A7519913064E887257DA3007AC6B1?opendocument
SB15-047,2015,RS,Voluntary Opt-out Of Rules Notices To Legislators,STEADMAN,MCCANN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/41EA0CEC6D58B8F887257D8900594301?opendocument
SB15-048,2015,RS,Youth Sports Orgs Background Checks,HEATH,SINGER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/622C6AEC622C787B87257D9B0067B3E0?opendocument
SB15-049,2015,RS,Real Estate Title Vests In Entity Once Formed,MARTINEZ HUMENIK,KEYSER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2E35DCD2E387092D87257DB00081866F?opendocument
SB15-050,2015,RS,Awarding CO's Excellent Scholars Program,HEATH,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/01077F7C017D081087257D9B0068A325?opendocument
SB15-051,2015,RS,Ineligible Students Appeal Process Injunctions,TODD,PRIOLA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7A1EFE1CABC5861287257D88006F2BAE?opendocument
SB15-052,2015,RS,Health Benefit Exchange Review Committee Approval,CROWDER,KEYSER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/480E98680A4FF6CD87257D87006F7848?opendocument
SB15-053,2015,RS,Dispense Supply Of Emer Drugs For Overdose Victims,AGUILAR,MCCANN; LONTINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A36822B157C5986A87257D870082829E?opendocument
SB15-054,2015,RS,Free Or Reduced-cost Lunch Five Days All Schools,DONOVAN,MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B228F44C03F4EB4E87257DAB0076CDE9?opendocument
SB15-055,2015,RS,Return Of Water From Tail Ditch,HODGE,ARNDT; BECKER J.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AFF98948762BE67087257D89005F26E8?opendocument
SB15-056,2015,RS,Frequency Of Statewide Social Studies Testing,KERR,KRAFT-THARP,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DB6E7498BC96364C87257DB3007E609D?opendocument
SB15-057,2015,RS,Clean Claims Task Force Reporting Requirements,BALMER,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CC875171D4C9C3CF87257D9B006F1251?opendocument
SB15-058,2015,RS,Eyewitness Identifications Policies And Procedures,GUZMAN,KAGAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FBDB6271EF68F68687257D950075A15C?opendocument
SB15-059,2015,RS,Use Of Unmanned Aerial Vehicles,NEWELL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/43C6B3224243A6F987257DA20054B460?opendocument
SB15-060,2015,RS,Preventing Multiple Voter Registrations,HOLBERT,EVERETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C1284336A93C499287257D8C007B6E06?opendocument
SB15-061,2015,RS,Disclosure Requirement Small Issue Committees,HOLBERT,EVERETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E67A4AE414E3D38A87257D8800038722?opendocument
SB15-062,2015,RS,Extend Restriction Tuition Increases Higher Ed,KERR,PETTERSEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/801D293B298B5D5887257DA1008002F1?opendocument
SB15-063,2015,RS,Alternative Energy For Schools Grant Program,DONOVAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D25C993F9246914C87257D9B007FD2E3?opendocument
SB15-064,2015,RS,Application Of State Water Law To Federal Agencies,SONNENBERG,BECKER J.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9B260D2D34C92BB187257D9400563CB5?opendocument
SB15-065,2015,RS,Ban Public Benefit Transfers At Certain Venues,MARBLE,NORDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/74D08B582F82C4AE87257D87007FDBFB?opendocument
SB15-066,2015,RS,Noncitizen Resident Identification Documents,ULIBARRI,MELTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9E613ED28A75F9BD87257D880066A869?opendocument
SB15-067,2015,RS,Second Degree Assault Injury To Emer Responders,COOKE,JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/68E97D792A46304687257D9500036346?opendocument
SB15-068,2015,RS,Higher Ed Lower Debt Act,JONES,MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5A6AF051CD56ED7087257DA100787FEB?opendocument
SB15-069,2015,RS,Repeal Job Protection Civil Rights Enforcement Act,WOODS,PRIOLA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A45F840D557AC5BC87257DA10056D3A3?opendocument
SB15-070,2015,RS,Child Care Regulation Ten Or More Children Only,LUNDBERG,JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/44A5164BDEB5117087257D8800729597?opendocument
SB15-071,2015,RS,Pharm Substitute Interchangeable Biological Drug,JAHN; HILL,MCCANN; LANDGRAF,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DE708549F43B3E4B87257DA1007701B6?opendocument
SB15-072,2015,RS,Metropolitan State University of Denver Admissions,LAMBERT,LUNDEEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C891F3D7E5EFF0AB87257DA10058B46D?opendocument
SB15-073,2015,RS,Restrict Statewide Tests To Federal Requirements,MERRIFIELD,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D0C077BAC98B3A1687257DAA0056CC9D?opendocument
SB15-074,2015,RS,Transparency In Direct Pay Health Care Prices,NEVILLE T.,JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DE87A528541F9B2787257D9A007A2CC9?opendocument
SB15-075,2015,RS,Exempt Well Irrigate Up To 1 Acre Commercial Crops,GRANTHAM,LUNDEEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/78586132BC0A306887257DA10056E446?opendocument
SB15-076,2015,RS,Dispose Cathode Ray Tubes At Hazardous Waste Sites,GRANTHAM,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2B05457C4340408387257DA10056FD14?opendocument
SB15-077,2015,RS,Parent's Bill of Rights,NEVILLE T.,NEVILLE P.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/810A6A3DCF88345E87257D900058192E?opendocument
SB15-078,2015,RS,Business Fiscal Impacts Leg Measure & Exec Rules,NEVILLE T.,NEVILLE P.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DF3083D99729D76887257DA90067BF1D?opendocument
SB15-079,2015,RS,Doc Recording Fee To Fund Affordable Housing,ULIBARRI,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D8450B3D10EE7D9C87257DA20002ABD9?opendocument
SB15-080,2015,RS,Participation In PERA's Defined Contribution Plan,HILL,LUNDEEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E59773C792C6A2D387257DA20003D80A?opendocument
SB15-081,2015,RS,Use Lottery Money For Recreational Bicycle Trails,CROWDER,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/EF4E07183FFD96E087257D8800074C0D?opendocument
SB15-082,2015,RS,County Workforce Development Prop Tax Incentives,MARBLE; HODGE,MORENO; LAWRENCE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D148EB5FCCE89D6C87257DAC00016CFA?opendocument
SB15-083,2015,RS,Certain Private Org Subject To CORA Requirements,HILL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/82BD953C33A967AA87257DA2000424FD?opendocument
SB15-084,2015,RS,Water Right Partial Historical Consumptive Use,HODGE,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2B6A196893220CD587257D89005E7AC1?opendocument
SB15-085,2015,RS,Small Business Cottage Foods Act,MARTINEZ HUMENIK,WINTER; BUCK,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F59B310805D0186787257DA3007B5FF7?opendocument
SB15-086,2015,RS,Repeal Gun Transfer Background Check Rqmnt & Fee,LAMBERT,JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C0243B7EEFF2B26A87257DA100587206?opendocument
SB15-087,2015,RS,Foster Care & Kin Care Placement Background Checks,NEWELL,SINGER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1644372C3992B71E87257DA200555A92?opendocument
SB15-088,2015,RS,Independent Ethics Commission,STEADMAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FA9BCDEA9696C01887257D88000580E9?opendocument
SB15-089,2015,RS,State Fiscal Responsibility For Providing Courts,GARCIA,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/41098FE2850AD7DE87257DA1007A25F6?opendocument
SB15-090,2015,RS,Temporary Registration Document Standards,TODD,TYLER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/15CBB0219463214187257D9C00005604?opendocument
SB15-091,2015,RS,Reduce Statute Of Limitations Construction Defects,SCOTT,WILLETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2EA515C4E4B3811987257DA20051E77B?opendocument
SB15-092,2015,RS,Multi-agency Review Of State Carbon Emission Plan,COOKE,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2EE39BC5CE16654587257DAC005896EB?opendocument
SB15-093,2015,RS,Compensate Owners Min Interests Extraction Regs,SONNENBERG,BECKER J.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9AC0F9B814015A9887257D9700668F95?opendocument
SB15-094,2015,RS,Employment Of Community College Faculty,KEFALAS,SALAZAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CA0B599918EBE23E87257DA10054DB25?opendocument
SB15-095,2015,RS,Manufactured Home Communities,KEFALAS,TYLER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E34704041F74333987257DA1005490D9?opendocument
SB15-096,2015,RS,Governor Appointed Public Trustees ,SCOTT,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/161E18B7CD74CBE487257DA20005BCCE?opendocument
SB15-097,2015,RS,Supplemental Needs Trust For Certain PERA Benefits,AGUILAR,LANDGRAF,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3866ACEEBFCD867887257D9A0072DE5F?opendocument
SB15-098,2015,RS,Codify Stock Phrases Used In Appropriation Clauses,STEADMAN,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B348D53F84A0FDFF87257DA400792160?opendocument
SB15-099,2015,RS,Eliminate Duties For Probation Officers,COOKE,LAWRENCE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FBEE61D77956252687257DC800728E5E?opendocument
SB15-100,2015,RS,Rule Review Bill ,STEADMAN,FOOTE; MCCANN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7F3E0C166D3149C587257D88007CF27B?opendocument
SB15-101,2015,RS,Electronic Wage Payment,BALMER,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DC6D0E8326E7914987257DAA0053A5A9?opendocument
SB15-102,2015,RS,Sunset Securities Board,HOLBERT,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D2D97A3A3D5DFD0E87257D8900655ED0?opendocument
SB15-103,2015,RS,Sunset Compliance Advisory Panel,LUNDBERG,BECKER K.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BA991D96F7A2084E87257D88007A1ACC?opendocument
SB15-104,2015,RS,Sunset CO Division Of Securities,HOLBERT,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/56317DAE9603DF8E87257D88007AC7BF?opendocument
SB15-105,2015,RS,Sunset Review Respiratory Therapy Practice Act,MARTINEZ HUMENIK,PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D960D3AF96E5EAD087257D880079D9E0?opendocument
SB15-106,2015,RS,Sunset Barber & Cosmetologist Act & Committee,WOODS,ARNDT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5DB514BB8D9EE87687257D880079041C?opendocument
SB15-107,2015,RS,Classification Of Independent Contractors,HEATH,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/41DC1E655737B9FE87257D9B006829A8?opendocument
SB15-108,2015,RS,Direct Appropriations For CDE Programs ,STEADMAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9C1B934611FD149587257DC80062DD69?opendocument
SB15-109,2015,RS,Mandatory Abuse Report For Adult With A Disability,GRANTHAM,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1237CBA8B99EE8F787257DCC0001AA01?opendocument
SB15-110,2015,RS,Sunset Mortuary Science Regulation,BAUMGARDNER,GINAL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FDF01EB290B19EB287257D88007A71B6?opendocument
SB15-111,2015,RS,Educator Licensure Cash Fund Continuous Approp,LAMBERT,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/ECCD5C5383D0D43C87257DC8006402EA?opendocument
SB15-112,2015,RS,General Fund Transfers To Building Regulation Fund,STEADMAN,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B7D62E5DFEB984D687257DCC00035C85?opendocument
SB15-113,2015,RS,Sunset Athletic Trainers Practice Act,AGUILAR,ESGAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/39254C494A9C285D87257D880079629F?opendocument
SB15-114,2015,RS,No County Eminent Domain Open Space,CROWDER,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/46BC9BCBF726FDF087257D880065C3BF?opendocument
SB15-115,2015,RS,Sunset Medical Marijuana Programs,HILL,PABON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B3E8E9E7C9C72CE087257D880078DAC9?opendocument
SB15-116,2015,RS,Needle-stick Prevention,STEADMAN,GARNETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9920B298DFFC1A2B87257DCD00066E81?opendocument
SB15-117,2015,RS,Prohibit Discrimination In Higher Ed Funding,LAMBERT,JOSHI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/355050F1BFDE0C9787257DCB00709750?opendocument
SB15-118,2015,RS,Mod Qualified State Tuition Program Tax Deductions,MERRIFIELD,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B4DBBFB24D80627E87257DCB007A5C74?opendocument
SB15-119,2015,RS,Sunset Pesticide Applicators,SONNENBERG,BECKER K.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4B874D1C24ECE50587257D880074D04D?opendocument
SB15-120,2015,RS,Electric Grid Modernization Plans,JONES,WINTER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F0256F27E1C284DE87257DA10078A24D?opendocument
SB15-121,2015,RS,Drinking Water Fund Assistance Nonprofit Entities,CROWDER,DORE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/77199D24462336EC87257D950005BDB2?opendocument
SB15-122,2015,RS,Sunset Massage Parlor Regulation,NEWELL,MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/976BDC9A979938C587257D88007A9EB3?opendocument
SB15-123,2015,RS,Patient Choose Pharmacy To Fill Prescriptions,CROWDER,PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4FCDC90A180C7E5C87257D9B005A1ADB?opendocument
SB15-124,2015,RS,Reduce Parole Revocations For Technical Violations,MERRIFIELD,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/68A531111879F69E87257DAC007511B3?opendocument
SB15-125,2015,RS,Statewide Registry For Advance Directives,STEADMAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/08AA8CA4BF4B526487257DCD00063ACB?opendocument
SB15-126,2015,RS,Medical Tests For All Assault Victims,COOKE; JOHNSTON,FOOTE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/ACD667523A1EB97287257DD6005ADB27?opendocument
